,0
226,"['supercomputer', 'simulation', 'design', 'ultrasound', 'tomography', 'device', 'paper', 'considers', 'use', 'supercomputer', 'design', 'medical', 'ultrasound', 'tomography', 'device', 'mathematical', 'model', 'describing', 'wave', 'propagation', 'ultrasound', 'tomography', 'take', 'account', 'physical', 'phenomenon', 'diffraction', 'multiple', 'scattering', 'inverse', 'problem', 'wave', 'tomography', 'posed', 'coefficient', 'inverse', 'problem', 'respect', 'wave', 'propagation', 'velocity', 'absorption', 'factor', 'numerous', 'simulation', 'made', 'possible', 'determine', 'optimal', 'parameter', 'ultrasound', 'tomograph', 'order', 'obtain', 'spatial', 'resolution', '1.5', 'mm', 'suitable', 'early-stage', 'breast', 'cancer', 'diagnosis', 'developed', 'method', 'tested', 'model', 'problem', 'real', 'data', 'obtained', 'experimental', 'test', 'bench', 'tomographic', 'study', 'computation', 'performed', 'gpu', 'device', 'lomonosov-2', 'supercomputer', 'lomonosov', 'moscow', 'state', 'university']"
227,"['duplicate', 'submission', 'please', 'delete', 'disregard', 'duplicate', 'submission', 'please', 'delete', 'disregard', 'sorry', 'confusion']"
228,"['efficient', 'parallel', 'implementation', 'multi-arrival', '3d', 'prestack', 'seismic', 'depth', 'migration', 'goal', 'seismic', 'migration', 'reconstruct', 'image', 'earth', ""'s"", 'depth', 'inhomogeneity', 'base', 'seismic', 'data', 'seismic', 'data', 'obtained', 'using', 'shot', 'shallow', 'well', 'located', 'dense', 'grid', 'point', 'shot', 'could', 'considered', 'special', 'point', 'source', 'reflected', 'scattered', 'seismic', 'wave', 'depth', 'inhomogeneity', 'received', 'geophones', 'located', 'also', 'dense', 'grid', 'point', 'surface', 'seismic', 'image', 'depth', 'inhomogeneity', 'constructed', 'based', 'wave', 'implementation', '3-d', 'seismic', 'migration', 'implies', 'solution', '104г·5', '3-d', 'direct', 'problem', 'wave', 'propagation', 'hence', 'efficient', 'asymptotic', 'method', 'great', 'practical', 'importance', 'multi-arrival', '3-d', 'seismic', 'migration', 'program', 'implemented', 'based', 'new', 'asymptotic', 'method', 'take', 'account', 'multi-pass', 'wave', 'propagation', 'caustic', 'program', 'us', 'parallel', 'calculation', 'mpi', 'environment', 'hundred', 'thousand', 'processor', 'core', 'program', 'successfully', 'tested', 'international', 'synthetic', 'seg', 'salt', 'data', 'set', 'real', 'data', 'seismic', 'image', 'cube', 'timan-pechora', 'region', 'given', 'example']"
229,"['new', 'binding', 'mode', 'slurp', 'protein', 'a7', 'nicotinic', 'acetylcholine', 'receptor', 'revealed', 'computer', 'simulation', 'slurp-1', 'member', 'three-finger', 'toxin-like', 'protein', 'characteristic', 'feature', 'set', 'three', 'beta', 'strand', 'extruding', 'hydrophobic', 'core', 'stabilized', 'disulfide', 'bond', 'beta-strand', 'carry', 'flexible', 'loop', 'responsible', 'recognition', 'slurp-1', 'recently', 'shown', 'act', 'endogenous', 'growth', 'regulator', 'keratinocytes', 'tumor', 'suppressor', 'reducing', 'cell', 'migration', 'invasion', 'antagonizing', 'pro-malignant', 'effect', 'nicotine', 'effect', 'achieved', 'allosteric', 'interaction', 'alpha7', 'nicotinic', 'acetylcholine', 'receptor', 'alpha-7', 'nachrs', 'antagonist-like', 'manner', 'moreover', 'interaction', 'unaffected', 'several', 'well-known', 'agent', 'specifically', 'alpha-bungarotoxin.in', 'work', 'carry', 'conformational', 'analysis', 'slurp-1', 'microsecond-long', 'full-atom', 'explicit', 'solvent', 'molecular', 'dynamic', 'simulation', 'followed', 'clustering', 'identify', 'representative', 'state', 'achieve', 'timescale', 'employed', 'gpu-accelerated', 'version', 'gromacs', 'modeling', 'package', 'avoid', 'human', 'bias', 'clustering', 'used', 'non-parametric', 'clustering', 'algorithm', 'affinity', 'propagation', 'adapted', 'biomolecules', 'hpc', 'environment', 'applied', 'protein-protein', 'molecular', 'docking', 'ten', 'massive', 'cluster', 'alpha7-nachrs', 'order', 'test', 'structural', 'variability', 'affect', 'binding', 'docking', 'simulation', 'revealed', 'unusual', 'binding', 'mode', 'one', 'minor', 'slurp-1', 'conformation']"
230,"['supercomputer', 'simulation', 'dopamine-derived', 'ligand', 'complexed', 'cyclooxygenase', 'silico', 'approach', 'adopted', 'identify', 'potential', 'cyclooxygenase', 'inhibitor', 'molecular', 'docking', 'study', 'four', 'potentially', 'active', 'molecule', 'generated', 'fusion', 'dopamine', 'ibuprofen', 'ketorolac', 'derivative', 'binding', 'mode', 'considered', 'ligand', 'cyclooxygenase-1', 'cyclooxygenase-2', 'isoforms', 'described', 'using', 'autodock', 'vina', 'preliminary', 'docking', 'full', 'cyclooxygenase', 'isoforms', 'structure', 'used', 'determine', 'possible', 'binding', 'site', 'described', 'dopamine-derived', 'ligand', 'following', 'accurate', 'docking', 'iteration', 'described', 'binding', 'site', 'used', 'achieve', 'better', 'conformational', 'sampling', 'among', 'studied', 'molecule', 'ibu-gaba-da', 'showed', 'preferable', 'binding', 'cyclooxygenase', 'active', 'site', 'cyclooxygenase-1', 'ibu-da', 'bound', 'peroxidase', 'site', 'cyclooxygenase-1', 'making', 'ibuprofen-comprising', 'ligand', 'base', 'research', 'design', 'selective', 'cyclooxygenase-1', 'inhibitor', 'keterolac-derived', 'ligand', 'ket-da', 'ket-gaba-da', 'demonstrated', 'binding', 'cyclooxygenase', 'isoforms', 'side', 'pocket', 'relate', 'known', 'functional', 'site', 'cyclooxygenase', 'need', 'investigated']"
231,"['regional', 'climate', 'model', 'lower', 'volga', 'parallelization', 'efficiency', 'estimation', 'deployed', 'regional', 'climate', 'model', 'rcm', 'regcm', '4.5', 'lower', 'volga', 'adjacent', 'territory', 'horizontal', 'spatial', 'resolution', 'km', 'problem', 'choosing', 'computational', 'domain', 'rcm', 'regcm', 'version', '4.5', 'considered', 'analysis', 'efficiency', 'parallel', 'implementation', 'regcm', 'various', 'multi-core', 'multi-processor', 'system', 'showed', 'strong', 'dependence', 'simulation', 'speed', 'cpu', 'type.the', 'best', 'effect', 'achieved', 'number', 'cpu', 'thread', 'number', 'parallel', 'process', 'equal.the', 'parallel', 'code', 'speedup', 'range', '1.8', 'different', 'cpu']"
232,"['high', 'performance', 'computing', 'magnetized', 'galactic', 'disk', 'parallel', 'implementation', 'magneto-hydrodynamical', 'code', 'global', 'modeling', 'galactic', 'evolution', 'reported', 'code', 'parallelized', 'using', 'mpi', 'interface', 'show', 'ideal', 'scaling', '200вђ', 'core', 'lomonosov', 'supercomputer', 'fast', 'interconnect', 'benchmarking', 'code', 'study', 'dynamic', 'magnetized', 'gaseous', 'disk', 'galaxy', 'bar', 'run', 'high-resolution', '3d', 'magnetohydrodynamic', 'simulation', 'taking', 'account', 'milky', 'way-like', 'gravitational', 'potential', 'gas', 'self-gravity', 'network', 'cooling', 'heating', 'process', 'interstellar', 'medium', 'using', 'simulation', 'evolution', 'morphology', 'enhancement', 'magnetic', 'field', 'explored', 'agreement', 'hydrodynamical', 'model', 'bar', 'strong', 'enough', 'gas', 'develops', 'sharp', 'shock', 'leading', 'side', 'bar', 'picture', 'found', 'typically', 'magnetic', 'field', 'strength', 'trace', 'location', 'largescale', 'shock', 'along', 'bar', 'major', 'axis', 'magnetic', 'field', 'pressure', 'weakens', 'shock', 'reduces', 'inflow', 'gas', 'towards', 'galactic', 'center']"
233,"['regional', 'climate', 'model', 'lower', 'volga', 'parallelization', 'efficiency', 'estimation', 'deployed', 'regional', 'climate', 'model', 'rcm', 'regcm', '4.5', 'lower', 'volga', 'adjacent', 'territory', 'horizontal', 'spatial', 'resolution', 'km', 'problem', 'choosing', 'computational', 'domain', 'rcm', 'regcm', 'version', '4.5', 'considered', 'demonstrate', 'influence', 'factor', 'forecast', 'rainfall', 'distribution', 'numerical', 'simulation', 'study', 'rainfall', 'snowfall', 'demanding', 'test', 'comparison', 'temperature', 'pressure', 'distribution', 'investigate', 'dependency', 'calculation', 'time', 'parallel', 'speedup', 'parallelization', 'efficiency', 'number', 'process', 'different', 'multi-core', 'cpu', 'analysis', 'efficiency', 'parallel', 'implementation', 'regcm', 'various', 'multi-core', 'multi-processor', 'system', 'show', 'strong', 'dependence', 'simulation', 'speed', 'cpu', 'type', 'best', 'effect', 'achieved', 'number', 'cpu', 'thread', 'number', 'parallel', 'process', 'equal', 'parallel', 'code', 'speedup', 'range', '1.8', 'вђ', 'different', 'cpu']"
234,"['recent', 'progress', 'supercomputer', 'modelling', 'high-speed', 'rarefied', 'gas', 'flow', 'using', 'kinetic', 'equation', 'numerical', 'solution', 'boltzmann', 'equation', 'stationary', 'high-speed', 'flow', 'around', 'complex', 'three-dimensional', 'body', 'extremely', 'difficult', 'computational', 'problem', 'high', 'dimension', 'equation', 'lack', 'efficient', 'implicit', 'method', 'calculation', 'collision', 'integral', 'arbitrary', 'non-uniform', 'velocity', 'grid', 'therefore', 'use', 'so-called', 'model', 'approximate', 'kinetic', 'equation', 'appears', 'appropriate', 'attractive', 'article', 'us', 'numerical', 'methodology', 'recently', 'developed', 'second', 'author', 'includes', 'implicit', 'method', 'solving', 'approximating', 'kinetic', 'equation', 'e.m.', 'shakhov', 's-model', 'arbitrary', 'unstructured', 'grid', 'velocity', 'physical', 'space', 'since', 'model', 'equation', 'well-known', 'drawback', 'associated', 'velocityindependent', 'collision', 'frequency', 'important', 'determine', 'deviation', 'solution', 'equation', 'solution', 'complete', 'boltzmann', 'equation', 'dsmc', 'high-speed', 'gas', 'flow', 'recent', 'comparison', 'dsmc', 's-model', 'solution', 'monatomic', 'gas', 'soft', 'interaction', 'potential', 'show', 'good', 'agreement', 'surface', 'coefficient', 'pressure', 'heat', 'transfer', 'friction', 'important', 'industrial', 'application', 'paper', 'compare', 'solution', 'model', 'equation', 'boltzmann', 'equation', 'problem', 'supersonic', 'gas', 'flow', 'around', 'cylinder', 'molecule', 'interact', 'according', 'law', 'hard', 'sphere', 'since', 'law', 'molecular', 'interaction', 'rigid', 'difference', 'solution', 'show', 'maximum', 'error', 'obtained', 'using', 'model', 'equation', 'instead', 'exact', 'boltzmann', 'equation', 'problem', 'high-fidelity', 'computation', 'show', 'use', 'model', 'kinetic', 'equation', 'adaptation', 'phase', 'space', 'promising', 'industrial', 'application']"
235,"['lammps', 'code', 'simulation', 'defect', 'formation', 'induced', 'ion', 'incidence', 'carbon', 'nanotube', 'molecular', 'dynamic', 'calculation', 'multi-walled', 'carbon', 'nanotube', 'thermal', 'sputtering', 'induced', 'ion', 'irradiation', 'carried', 'sputtering', 'result', 'comparable', 'experimental', 'data', 'obtained', 'two', 'model', 'ion', 'thermal', 'sputtering', 'discussed', 'paper', 'simulation', 'tested', 'model', 'thermal', 'amorphization', 'revealed', 'disordering', 'multi-walled', 'carbon', 'nanotube', 'structure', 'occurs', 'result', 'heating', 'ion', 'irradiation', 'classical', 'molecular', 'dynamic', 'simulation', 'performed', 'using', 'lammps', 'code', 'simulation', 'cell', 'layer', 'multi-walled', 'carbon', 'nanotube', '12г—12г—30', 'nm', 'size', 'contains', 'atom', 'multi-walled', 'carbon', 'nanotube', 'irradiated', 'kev', 'energy', 'ar+', 'ion', 'cumulative', 'mode', 'simulation', 'performed', 'lomonosov-1', 'supercomputer', 'nodes-hours', 'spent', 'one', 'simulation', 'whole', 'balancing', 'mpi', 'ows', 'spatial', 'grid', 'counting', 'node', 'occurred', 'according', 'scheme', '8г—8г—128', 'mpi-stream', 'lammps', 'code', 'built', 'intel', '12.0', 'compiler', 'configuration', 'allowed', 'speed', 'calculation', 'comparison', 'calculation', 'single-processor', 'xeon', 'cpu', 'x5570', '2.93', 'ghz', 'machine', 'time']"
237,"['supercomputer', 'modeling', 'parachute', 'flight', 'dynamic', 'article', 'author', 'present', 'parallel', 'implementation', 'numerical', 'method', 'computer', 'modeling', 'dynamic', 'parachute', 'filled', 'canopy', 'solve', '3d', 'problem', 'parachute', 'free', 'motion', 'numerically', 'author', 'formulate', 'tied', 'problem', 'dynamic', 'aerodynamics', 'aerodynamic', 'characteristic', 'found', 'discrete', 'vortex', 'method', 'step', 'integration', 'time', 'find', 'motion', 'law', 'corresponding', 'motion', 'equation', 'solved', 'solution', 'problem', 'requires', 'high', 'computational', 'resource', 'important', 'model', 'parachute', 'motion', 'long', 'physical', 'time', 'period', 'herewith', 'behavior', 'vortex', 'wake', 'behind', 'parachute', 'important', 'modeled', 'approach', 'applied', 'author', 'wake', 'modeled', 'set', 'flexible', 'vortex', 'element', 'increase', 'computational', 'efficiency', 'author', 'used', 'method', 'low-rank', 'matrix', 'approximation', 'well', 'parallel', 'implementation', 'algorithm', 'short', 'description', 'numerical', 'method', 'presented', 'well', 'example', 'numerical', 'modeling']"
238,"['reverse', 'mapping', 'algorithm', 'multi-scale', 'numerical', 'simulation', 'polylactic', 'acid', 'algorithm', 'proposed', 'convert', 'coarse-grained', 'a-graft-b', 'model', 'polylactic', 'acid', 'atomistic', 'representation', 'algorithm', 'restores', 'atomic', 'position', 'based', 'position', 'coarse-grained', 'bead', 'help', 'pre-defined', 'chain', 'fragment', 'called', 'template', 'transition', 'coarse-grained', 'atomistic', 'model', 'conserve', 'information', 'fine', 'structure', 'polymer', 'chain', 'restored', 'configuration', 'suitable', 'molecular-dynamic', 'simulation', 'algorithm', 'used', 'reverse', 'mapping', 'a-graft-b', 'polymer', 'model']"
241,"['supercomputer', 'simulation', 'matis-h', 'problem', 'supercomputer', 'simulation', 'benchmark', 'matis-h', 'problem', 'considered', 'highresolution', 'cabaret', 'code', 'applied', 'solving', 'navier-stokes', 'equation', 'framework', 'monotonically', 'integrated', 'le', 'approach', 'matis-h', 'problem', 'code', 'based', 'generalisation', 'low-dissipative', 'low-dispersive', 'non-oscillatory', 'cabaret', 'scheme', 'hybrid', 'topology', 'mesh', 'supercomputing', 'framework', 'solution', 'time-averaged', 'field', 'reported', 'show', 'relatively', 'small', 'sensitivity', 'grid', 'density', 'comparison', 'experiment', 'data', 'available', 'provided']"
242,"['flux', 'splitting', 'method', 'shtc', 'model', 'high-performance', 'simulation', 'two-phase', 'flow', 'paper', 'propose', 'new', 'flux', 'splitting', 'approach', 'symmetric', 'hyperbolic', 'thermodynamically', 'compatible', 'shtc', 'equation', 'compressible', 'two-phase', 'flow', 'used', 'finite-volume', 'method', 'approach', 'based', 'splitting', 'entire', 'model', 'acoustic', 'pseudo-convective', 'submodels', 'associated', 'acoustic', 'system', 'numerically', 'solved', 'applying', 'hllc-type', 'riemann', 'solver', 'lagrangian', 'form', 'convective', 'part', 'pseudo-convective', 'submodel', 'solved', 'standart', 'upwind', 'scheme', 'part', 'pseudo-convective', 'submodel', 'apply', 'force', 'method', 'comparison', 'carried', 'unsplit', 'method', 'numerical', 'result', 'obtained', 'several', 'test', 'problem', 'result', 'show', 'good', 'agreement', 'exact', 'solution', 'reference', 'calculation']"
243,"['magnetic', 'property', 'laalo3/srtio3', 'heterostructure', 'modelled', 'supercomputer', 'analyze', 'impact', 'oxygen', 'vacancy', 'hydrogen', 'dopants', 'located', 'alo2', 'surface', 'layer', 'tio2', 'interracial', 'plane', 'laalo3/srtio3', 'heterostructure', 'onto', 'magnetic', 'property', 'performing', 'spin-polarized', 'calculation', 'based', 'density', 'functional', 'theory']"
244,"['performance', 'analysis', 'different', 'computational', 'architecture', 'molecular', 'dynamic', 'application', 'protein', 'assembly', 'illustrated', 'microtubule', 'electron', 'transfer', 'protein', 'all-atom', 'molecular', 'dynamic', 'simulation', 'represents', 'computationally', 'challenging', 'powerful', 'approach', 'studying', 'conformational', 'change', 'interaction', 'biomolecules', 'assembly', 'different', 'kind', 'usually', 'number', 'simulated', 'particle', 'modern', 'molecular', 'dynamic', 'study', 'range', 'thousand', 'ten', 'million', 'simulated', 'timescales', 'span', 'nanosecond', 'microsecond', 'cost', 'computation', 'efficiency', 'important', 'determine', 'optimal', 'computer', 'hardware', 'simulation', 'biomolecular', 'system', 'different', 'size', 'timescale', 'compare', 'performance', 'scalability', 'commercially', 'available', 'computational', 'architecture', 'using', 'molecular', 'dynamic', 'simulation', 'water', 'two', 'different', 'protein', 'system', 'gromacs-5', 'package', 'computing', 'benchmark', 'report', 'typical', 'single-node', 'performance', 'various', 'combination', 'modern', 'cpu', 'gpus', 'well', 'multiple-node', 'performance', 'lomonosov-2', 'supercomputer', 'molecular', 'dynamic', 'simulation', 'different', 'protein', 'system', 'nanosecond', 'per', 'day', 'data', 'used', 'practical', 'guideline', 'selection', 'optimal', 'computer', 'hardware', 'various', 'molecular', 'dynamic', 'simulation', 'tasks.']"
